#survey qsoName              ra          dec        redshift   Z            errZ         Y             errY          J             errJ          H             errH          K             errK          unW1mag   unW1err   unW1snr    unW2mag   unW2err   unW2snr    w3mpro   w3sig   w3snr   w4mpro   w4sig   w4snr  
  SDWISE	J1752+5036     268.18375     50.6091805   5.02       -999.99999   -999.99999   -999.99999    -999.99999    18.537882     0.009514      -999.99999    -999.99999    -999.99999    -999.99999    15.1005   0.0078    138.3717   14.4327   0.0136    79.1675    12.611   0.37    2.9     9.288    0.44    2.5    
  PSO		J308.0416-21.2339 308.0416401   -21.233975   6.24       -999.99999   -999.99999   20.643223     0.224396      20.1503       0.151188      19.869246     0.157835      19.363426     0.094573      16.4979   0.0374    28.5559    15.5975   0.0626    16.8413    12.446   0.0     0.0     8.147    0.0     1.0    
  SDSS		J2053+0047       313.3407      0.7852222    5.92       -999.99999   -999.99999   21.571806     0.410963      20.391727     0.178636      20.42967      0.263776      20.27334      0.1999        17.6131   0.0839    12.4496    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2054-0005       313.52704     -0.0874444   6.04       -999.99999   -999.99999   21.224552     0.27847       20.569489     0.205251      20.777943     0.396972      20.289402     0.207625      17.1785   0.0576    18.3432    16.4841   0.119     8.6316     -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2118-0003       319.5530416   -0.0640833   5.46       -999.99999   -999.99999   -999.99999    -999.99999    -999.99999    -999.99999    -999.99999    -999.99999    20.575409     0.067853      17.7417   0.0982    10.5608    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2119+1029       319.868       10.4851667   5.18       -999.99999   -999.99999   -999.99999    -999.99999    20.08519      0.132742      -999.99999    -999.99999    -999.99999    -999.99999    17.0514   0.0493    21.5398    16.4599   0.1079    9.5724     12.056   0.0     1.2     8.756    0.0     0.3    
  SDSS		J2119-0040       319.9662083   -0.67225     5.87       -999.99999   -999.99999   22.36216      0.771595      21.371683     0.47405       20.63423      0.332417      21.566154     0.154153      18.2132   0.1439    7.055      -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  PSO		J323.1382+12.2986 323.1382958   12.2986833   6.59       -999.99999   -999.99999   -999.99999    -999.99999    19.629154     0.084705      -999.99999    -999.99999    -999.99999    -999.99999    16.0365   0.0214    50.2868    15.5718   0.0512    20.7068    12.311   0.0     -0.6    8.949    0.0     -1.4   
  SDSS		J2147+0107       326.98087     1.1320277    5.81       -999.99999   -999.99999   21.228956     0.303888      20.14819      0.157371      21.337822     0.517096      21.41465      0.562045      18.0296   0.1218    8.4234     -99.999   -9.99     -99.999    12.301   0.0     0.2     8.88     0.0     -0.7   
  SDWISE	J2201+0302     330.2776249   3.035475     5.06       -999.99999   -999.99999   19.211313     0.006097      18.979609     0.006656      18.674313     0.030235      18.664473     0.038781      15.9434   0.0205    52.431     15.4073   0.0468    22.7049    11.307   0.19    5.8     7.828    0.22    5.0    
  SHELLQs	J2201+0155    330.383625    1.9247222    6.16       -999.99999   -999.99999   24.986427     1.068297      25.307573     1.030311      24.050255     8.481997      -9.999995E8   -9.999995E8   -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDWISE	J2202+1509     330.6115416   15.16455     5.07       -999.99999   -999.99999   -999.99999    -999.99999    18.560547     0.031214      -999.99999    -999.99999    -999.99999    -999.99999    15.6372   0.0152    70.8756    15.1477   0.0348    30.6729    12.17    0.31    3.5     8.515    0.0     0.9    
  MMT		J2202+0131        330.6383333   1.5223056    5.23       -999.99999   -999.99999   22.144423     0.058194      22.02322      0.051453      20.549566     0.306978      20.796688     0.330187      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  IMS		J2204+0012        331.0746667   1.1957778    5.94       -999.99999   -999.99999   -9.999995E8   -9.999995E8   22.454695     0.109477      21.681274     0.545695      21.934965     0.809249      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J2210+0304    332.6135      3.0745833    6.9        -999.99999   -999.99999   23.290783     0.184675      22.299198     0.075768      22.058815     0.906454      22.960339     2.083242      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  IMS		J2210+0243        332.654125    2.7204722    5.2        -999.99999   -999.99999   20.937492     0.031906      20.8559       0.028315      20.511887     0.240145      21.19593      0.441578      17.8121   0.1022    10.1341    -99.999   -9.99     -99.999    12.402   0.0     0.2     8.858    0.0     0.0    
  SDSS		J2211+0011       332.920875    0.1885833    5.23       -999.99999   -999.99999   21.740297     0.397573      21.704636     0.037077      20.631554     0.318172      21.049305     0.03041       18.0645   0.1306    7.82       -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2212-0042       333.2145417   -0.7085278   5.42       -999.99999   -999.99999   20.709919     0.17906       20.39788      0.011117      19.996073     0.022721      19.84969      0.009322      17.1083   0.0574    18.427     16.7547   0.156     6.4736     12.305   0.0     -0.3    8.564    0.0     0.8    
  MMT		J2213+0034        333.2719167   0.5688333    5.31       -999.99999   -999.99999   22.34677      0.595314      22.109274     0.05231       21.914024     0.074075      21.877575     0.067572      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  MMT		J2215-0009        333.83425     -0.1523333   5.28       -999.99999   -999.99999   21.479633     0.282327      21.617277     0.030311      21.27494      0.044903      21.128593     0.028578      18.3096   0.1612    6.2469     -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  PSO		J333.9859+26.1081 333.9859789   26.1081684   6.03       -999.99999   -999.99999   -999.99999    -999.99999    20.437666     0.118669      -999.99999    -999.99999    -999.99999    -999.99999    17.4201   0.0673    15.6469    16.6674   0.1266    8.084      -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2216+0013       334.1834167   0.2300278    5.01       -999.99999   -999.99999   20.303381     0.007607      20.140343     0.007566      19.904669     0.157925      19.697535     0.00794       17.068    0.0546    19.3779    16.4744   0.1209    8.4883     11.997   0.0     1.2     8.921    0.0     -1.3   
  HSC		J2216-0016        334.1852917   -0.2805833   6.1        -999.99999   -999.99999   22.129938     0.510585      22.824768     0.12298       23.838448     5.319516      22.39026      0.105327      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  VIMOS		2911001793.0    334.82175     1.0469167    6.16       -999.99999   -999.99999   -9.999995E8   -9.999995E8   23.956852     1.909793      21.932365     0.937451      22.152468     1.198513      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2220-0101       335.07704     -1.0296911   5.62       -999.99999   -999.99999   20.394333     0.067449      23.153498     0.151894      20.02452      0.091376      22.37554      0.114038      16.8892   0.049     21.6695    16.0944   0.0888    11.7343    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J2223+0326    335.789625    3.4389722    6.05       -999.99999   -999.99999   21.560122     0.320794      20.883804     0.228368      21.095701     0.548828      23.860237     5.785132      18.2904   0.1511    6.6953     16.9593   0.1799    5.5499     -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDWISE	J2225+0330     336.3099166   3.5034722    5.35       -999.99999   -999.99999   19.488638     0.035743      19.279964     0.038774      19.245798     0.073243      19.102509     0.052642      16.3554   0.0287    37.3841    15.6356   0.0573    18.4536    11.997   0.0     0.7     8.291    0.0     1.9    
  HSC		J2228+0128        337.1159583   1.4693056    6.01       -999.99999   -999.99999   22.838457     0.944015      -9.999995E8   -9.999995E8   21.913746     0.962111      -9.999995E8   -9.999995E8   -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2228+0110       337.18141     1.1756111    5.95       -999.99999   -999.99999   22.61023      0.486387      22.637928     0.757276      22.28606      0.647125      20.567665     0.255591      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J2228+0152    337.1987917   1.8779167    6.08       -999.99999   -999.99999   23.164438     1.110375      22.41868      0.796846      21.7641       0.76048       22.319809     1.330014      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J2231-0035    337.9537083   -0.5965278   5.87       -999.99999   -999.99999   -999.99999    -999.99999    23.497517     0.415462      -999.99999    -999.99999    26.149826     17.003006     -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  HSC		J2232+0012        338.050125    0.2106667    6.18       -999.99999   -999.99999   22.660583     0.983802      22.652351     1.439003      23.194122     3.369406      -9.999995E8   -9.999995E8   -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  PSO		J338.2298+29.5089 338.2297707   29.508976    6.67       -999.99999   -999.99999   -999.99999    -999.99999    20.455395     0.098795      -999.99999    -999.99999    -999.99999    -999.99999    17.4989   0.0684    15.368     17.0764   0.1729    5.7948     12.043   0.0     0.9     8.945    0.0     0.3    
  SDSS		J2233-0107       338.3651666   -1.1178888   5.11       -999.99999   -999.99999   -999.99999    -999.99999    -999.99999    -999.99999    21.077211     0.349976      22.014404     1.031164      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  HSC		J2236+0032        339.18575     0.5491389    6.4        -999.99999   -999.99999   -9.999995E8   -9.999995E8   21.839489     0.583984      -9.999995E8   -9.999995E8   21.740755     0.726701      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2238-0027       339.7091666   -0.4505      5.17       -999.99999   -999.99999   21.370213     0.240879      21.806013     0.546288      21.001867     0.436082      21.664997     0.764191      18.0654   0.1332    7.659      -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2239+0030       339.7814999   0.5062777    5.09       -999.99999   -999.99999   21.105059     0.245763      21.05552      0.321213      20.482384     0.273833      -999.99999    -999.99999    17.8608   0.1111    9.2816     -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J2239+0207    339.9477917   2.1298611    6.26       -999.99999   -999.99999   21.757309     0.388279      21.8371       0.58107       21.584455     0.471762      21.030275     0.36614       -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  CFHQS		J2242+0334      340.65645     3.5726666    5.88       -999.99999   -999.99999   22.599419     0.728769      21.72129      0.447459      22.446423     0.916993      24.012804     5.260868      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2245+0024       341.3511249   0.4039444    5.16       -999.99999   -999.99999   21.706013     0.419258      22.741169     1.626077      20.617176     0.351634      21.002438     0.462961      18.1255   0.1447    7.0139     -99.999   -9.99     -99.999    12.28    0.0     -0.8    8.589    0.0     0.6    
  SHELLQs	J2252+0225    343.0226667   2.4255278    6.12       -999.99999   -999.99999   22.397778     0.765958      -9.999995E8   -9.999995E8   24.221796     6.550653      -9.999995E8   -9.999995E8   -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J2255+0251    343.9085      2.8573889    6.34       -999.99999   -999.99999   27.35337      63.67306      -9.999995E8   -9.999995E8   21.473616     0.411124      -9.999995E8   -9.999995E8   17.8215   0.1103    9.3547     -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2307+0031       346.89729     0.5303888    5.87       -999.99999   -999.99999   22.466696     0.916217      20.537256     0.152004      21.360607     0.634419      21.212217     0.490051      17.2548   0.0631    16.7148    16.3662   0.1106    9.3233     11.802   0.0     1.5     8.752    0.0     -1.3   
  SDSS		J2310+1855       347.6620586   18.9222017   6.0        -999.99999   -999.99999   -999.99999    -999.99999    18.861645     0.037573      -999.99999    -999.99999    -999.99999    -999.99999    15.8754   0.0178    60.3955    15.2997   0.039     27.3324    12.272   0.44    2.5     9.163    0.0     -0.3   
  SDSS		J2312+0100       348.0684999   1.0143055    5.08       -999.99999   -999.99999   21.576344     0.417337      -9.999995E8   -9.999995E8   20.208105     0.237679      20.188288     0.21525       18.0824   0.1341    7.61       -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2317+2244       349.409375    22.7360083   5.5        -999.99999   -999.99999   -999.99999    -999.99999    18.976658     0.04572       -999.99999    -999.99999    -999.99999    -999.99999    16.1251   0.022     48.9282    15.3625   0.0415    25.6543    12.502   0.53    2.0     8.706    0.0     0.5    
  SDWISE	J2329+3003     352.41375     30.0641055   5.24       -999.99999   -999.99999   -999.99999    -999.99999    18.983557     0.037174      -999.99999    -999.99999    -999.99999    -999.99999    16.1504   0.0217    49.4129    15.5171   0.0454    23.3968    12.656   0.0     -0.2    9.072    0.0     -0.4   
  SDUV		J2330+0957       352.5362917   9.9621389    5.3        -999.99999   -999.99999   19.787243     0.051821      19.683048     0.064923      19.167215     0.055465      19.144676     0.047128      16.1972   0.0249    43.1977    15.1405   0.0374    28.5324    12.146   0.39    2.8     8.917    0.54    2.0    
  SDSS		J2334-0010       353.7293749   -0.1728055   5.11       -999.99999   -999.99999   22.69094      0.945588      20.808262     0.075017      21.23131      0.436992      20.993793     0.366387      18.0026   0.1247    8.2194     -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDWISE	J2344+1653     356.1395833   16.8879111   5.0        -999.99999   -999.99999   -999.99999    -999.99999    18.530502     0.027024      -999.99999    -999.99999    -999.99999    -999.99999    15.2594   0.0115    93.5241    14.5738   0.0221    48.586     11.999   0.28    3.9     8.956    0.0     0.1    
  PSO		J357.8289+06.4019 357.8289911   6.4019219    5.81       -999.99999   -999.99999   21.657917     0.337862      22.06769      0.680467      22.08068      0.770826      21.31295      0.439748      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J2356+0023       359.21491     0.3925833    6.0        -999.99999   -999.99999   22.372398     0.475011      21.306639     0.229778      21.336304     0.529257      22.08061      1.025043      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
