  RA         Dec         redshift separ     unW1mag   unW1err unW1snr    w1mpro    w1sig  w1snr    unW2mag   unW2err unW2snr    w2mpro    w2sig  w2snr  w3mpro    w3sig   w3snr  w4mpro   w4sig   w4snr
319.6040300 -10.9326200  5.900    1.600     16.2378   0.0303  35.3580    16.142    0.07   15.3     15.4556   0.0553  19.1441    15.245    0.11    9.8   11.888    0.00    1.2    8.768    0.00    0.0  
319.8680000  10.4851667  5.180    1.171     17.0514   0.0493  21.5398    17.036    0.11   10.3     16.4599   0.1079   9.5724    16.598    0.00    1.7   12.056    0.00    1.2    8.756    0.00    0.3  
319.9662083  -0.6722500  5.870    -9.99     18.2132   0.1439   7.0550    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
320.8703300 -24.3604000  5.730    0.255     17.0875   0.0593  17.8012    17.151    0.15    7.3     16.6597   0.1523   6.6402    16.480    0.34    3.2   11.657    0.00    1.6    8.520    0.00    0.3  
322.7928750 -43.9840278  6.450    -9.99     18.0016   0.1108   9.3071    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
323.1382958  12.2986833  6.590    0.208     16.0365   0.0214  50.2868    16.356    0.07   15.9     15.5718   0.0512  20.7068    15.633    0.12    9.3   12.311    0.00   -0.6    8.949    0.00   -1.4  
325.6636250  -1.3334167  5.610    0.278     17.0639   0.0534  19.8349    16.884    0.11    9.5     16.1377   0.0924  11.2523    16.086    0.25    4.4   12.525    0.00   -1.4    8.701    0.00    0.4  
326.9808700   1.1320277  5.810    0.865     18.0296   0.1218   8.4234    17.631    0.20    5.4    -99.9990  -9.9900 -99.9990    16.970    0.45    2.4   12.301    0.00    0.2    8.880    0.00   -0.7  
328.7339966  -9.5076274  5.920    -9.99     17.7410   0.0987  10.5051    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
330.2776249   3.0354750  5.060    0.240     15.9434   0.0205  52.4310    15.977    0.06   18.5     15.4073   0.0468  22.7049    15.198    0.10   11.4   11.307    0.19    5.8    7.828    0.22    5.0  
330.3836250   1.9247222  6.160    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
330.6115416  15.1645500  5.070    0.241     15.6372   0.0152  70.8756    15.735    0.05   23.0     15.1477   0.0348  30.6729    15.199    0.08   13.2   12.170    0.31    3.5    8.515    0.00    0.9  
330.6383333   1.5223056  5.230    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
331.0746667   1.1957778  5.940    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
331.6450417   2.0267500  5.100    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
331.7921666  -4.2823000  5.530    0.184     15.1450   0.0118  91.7830    15.122    0.04   28.2     14.1230   0.0172  62.6458    14.138    0.04   24.2   12.214    0.46    2.4    8.376    0.00    0.4  
332.6135000   3.0745833  6.900    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
332.6541250   2.7204722  5.200    0.901     17.8121   0.1022  10.1341    17.305    0.15    7.0    -99.9990  -9.9900 -99.9990    17.096    0.46    2.4   12.402    0.00    0.2    8.858    0.00    0.0  
332.7525000 -63.3488333  6.880    -9.99     18.2078   0.1221   8.3989    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
332.8007083 -32.1035556  6.320    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
332.9208750   0.1885833  5.230    -9.99     18.0645   0.1306   7.8200    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
333.2145417  -0.7085278  5.420    0.740     17.1083   0.0574  18.4270    16.987    0.12    9.2     16.7547   0.1560   6.4736    16.908    0.41    2.6   12.305    0.00   -0.3    8.564    0.00    0.8  
333.2719167   0.5688333  5.310    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
333.8342500  -0.1523333  5.280    -9.99     18.3096   0.1612   6.2469    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
333.9859789  26.1081684  6.030    -9.99     17.4201   0.0673  15.6469    -9.990   -9.99   -9.9     16.6674   0.1266   8.0840    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
334.1834167   0.2300278  5.010    0.620     17.0680   0.0546  19.3779    17.185    0.15    7.3     16.4744   0.1209   8.4883    16.626    0.31    3.5   11.997    0.00    1.2    8.921    0.00   -1.3  
334.1852917  -0.2805833  6.100    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
334.8217500   1.0469167  6.160    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
335.0770400  -1.0296911  5.620    -9.99     16.8892   0.0490  21.6695    -9.990   -9.99   -9.9     16.0944   0.0888  11.7343    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
335.7896250   3.4389722  6.050    -9.99     18.2904   0.1511   6.6953    -9.990   -9.99   -9.9     16.9593   0.1799   5.5499    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
336.3099166   3.5034722  5.350    0.370     16.3554   0.0287  37.3841    16.501    0.08   13.4     15.6356   0.0573  18.4536    15.691    0.13    8.6   11.997    0.00    0.7    8.291    0.00    1.9  
336.5517083  -6.3020249  5.080    0.153     15.7082   0.0181  59.4489    15.636    0.05   21.9     15.0370   0.0371  28.7984    14.962    0.09   12.7   12.212    0.43    2.5    8.825    0.00    0.0  
337.1159583   1.4693056  6.010    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
337.1814100   1.1756111  5.950    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
337.1881250  -7.9653833  5.140    0.672     16.3598   0.0320  33.4201    16.167    0.07   16.7     15.6178   0.0619  17.0463    15.455    0.12    8.9   11.872    0.00    1.1    8.985    0.00   -1.5  
337.1987917   1.8779167  6.080    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
337.2568700  14.9524990  6.150    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
337.9537083  -0.5965278  5.870    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
338.0501250   0.2106667  6.180    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
338.2297707  29.5089760  6.670    1.404     17.4989   0.0684  15.3680    17.813    0.21    5.1     17.0764   0.1729   5.7948    16.702    0.00    1.9   12.043    0.00    0.9    8.945    0.00    0.3  
338.3651666  -1.1178888  5.110    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
339.1857500   0.5491389  6.400    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
339.7091666  -0.4505000  5.170    -9.99     18.0654   0.1332   7.6590    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
339.7814999   0.5062777  5.090    -9.99     17.8608   0.1111   9.2816    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
339.9477917   2.1298611  6.260    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
340.2041700 -18.6621700  5.980    0.504     16.5530   0.0392  27.2299    16.562    0.09   11.9     15.5693   0.0620  17.0059    15.528    0.13    8.6   12.334    0.00    0.3    8.681    0.00    0.3  
340.6564500   3.5726666  5.880    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
341.3511249   0.4039444  5.160    1.395     18.1255   0.1447   7.0139    17.472    0.19    5.8    -99.9990  -9.9900 -99.9990    16.644    0.00    1.0   12.280    0.00   -0.8    8.589    0.00    0.6  
342.5083750 -50.2617083  6.000    1.420     16.2478   0.0242  44.2998    16.142    0.06   18.5     15.5667   0.0476  22.2959    15.674    0.12    8.8   11.954    0.26    4.2    8.742    0.00    0.5  
343.0226667   2.4255278  6.120    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
343.9085000   2.8573889  6.340    -9.99     17.8215   0.1103   9.3547    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
346.0957083   0.7515000  6.360    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
346.8972900   0.5303888  5.870    0.265     17.2548   0.0631  16.7148    17.078    0.14    8.1     16.3662   0.1106   9.3233    16.274    0.25    4.3   11.802    0.00    1.5    8.752    0.00   -1.3  
347.6620586  18.9222017  6.000    0.538     15.8754   0.0178  60.3955    15.797    0.04   24.1     15.2997   0.0390  27.3324    15.415    0.12    9.2   12.272    0.44    2.5    9.163    0.00   -0.3  
348.0684999   1.0143055  5.080    -9.99     18.0824   0.1341   7.6100    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
348.9440400  -0.3994722  6.120    1.289     17.3354   0.0706  14.8852    17.560    0.20    5.3     16.6533   0.1418   7.1664    16.587    0.00    1.5   12.176    0.00    0.6    8.715    0.00    0.3  
349.4093750  22.7360083  5.500    0.076     16.1251   0.0220  48.9282    16.138    0.06   17.7     15.3625   0.0415  25.6543    15.318    0.09   12.0   12.502    0.53    2.0    8.706    0.00    0.5  
349.5000000 -31.2166667  6.510    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
349.5116600  -2.7761111  6.050    -9.99     18.1761   0.1435   7.0766    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
351.3093508  26.4799531  5.770    0.096     16.1378   0.0221  48.7409    16.193    0.06   17.5     15.4868   0.0454  23.4137    15.412    0.10   10.9   12.588    0.51    2.1    8.968    0.48    2.3  
351.4026667  -5.8911944  5.220    0.035     16.3232   0.0299  35.7881    16.337    0.07   15.4     15.6421   0.0599  17.6278    15.554    0.12    9.3   12.430    0.44    2.5    8.428    0.00    1.2  
352.2845000  -3.0329999  6.420    -9.99     17.9737   0.1241   8.2579    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
352.3102500  -4.0566944  5.900    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
352.4137500  30.0641055  5.240    0.245     16.1504   0.0217  49.4129    16.209    0.06   18.4     15.5171   0.0454  23.3968    15.425    0.10   10.8   12.656    0.00   -0.2    9.072    0.00   -0.4  
352.5362917   9.9621389  5.300    1.376     16.1972   0.0249  43.1977    15.923    0.06   18.5     15.1405   0.0374  28.5324    15.145    0.11    9.8   12.146    0.39    2.8    8.917    0.54    2.0  
353.7293749  -0.1728055  5.110    -9.99     18.0026   0.1247   8.2194    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
356.1395833  16.8879111  5.000    0.129     15.2594   0.0115  93.5241    15.224    0.04   26.4     14.5738   0.0221  48.5860    14.559    0.06   18.8   11.999    0.28    3.9    8.956    0.00    0.1  
357.1389000 -30.9028440  6.900    0.060     17.6947   0.0905  11.5056    17.673    0.17    6.3    -99.9990  -9.9900 -99.9990    16.732    0.00    1.8   12.137    0.00    1.5    9.140    0.49    2.2  
357.8289911   6.4019219  5.810    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
357.8512917  -4.9853611  5.250    0.634     17.1013   0.0557  19.0051    17.206    0.16    6.9     16.0934   0.0898  11.5977    16.140    0.24    4.5   12.549    0.00   -1.6    8.892    0.00    0.1  
359.1352149  -6.3831264  6.150    0.292     16.4896   0.0323  33.1173    16.557    0.10   10.9     15.6656   0.0607  17.3850    15.702    0.20    5.6   11.895    0.00    1.2    8.700    0.00   -0.1  
359.2149100   0.3925833  6.000    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
359.6001667   6.5770555  5.320    1.456     16.3287   0.0296  36.1965    16.009    0.06   18.9     15.3755   0.0469  22.6356    15.249    0.10   11.5   12.113    0.38    2.9    9.113    0.00    0.0  
